Recorrido,Latitud,Longitud
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208
Ruta San Jose - Paso Ancho - Loma Linda,-84.074202,9.902539
Ruta San Jose - Paso Ancho - Loma Linda,-84.074921,9.902754
Ruta San Jose - Paso Ancho - Loma Linda,-84.075553,9.90296
Ruta San Jose - Paso Ancho - Loma Linda,-84.075659,9.903007
Ruta San Jose - Paso Ancho - Loma Linda,-84.075732,9.903031
Ruta San Jose - Paso Ancho - Loma Linda,-84.075799,9.903137
Ruta San Jose - Paso Ancho - Loma Linda,-84.075799,9.903261
Ruta San Jose - Paso Ancho - Loma Linda,-84.075751,9.903577
Ruta San Jose - Paso Ancho - Loma Linda,-84.075703,9.903759
Ruta San Jose - Paso Ancho - Loma Linda,-84.075698,9.903854
Ruta San Jose - Paso Ancho - Loma Linda,-84.076007,9.903916
Ruta San Jose - Paso Ancho - Loma Linda,-84.076321,9.90394
Ruta San Jose - Paso Ancho - Loma Linda,-84.076885,9.904017
Ruta San Jose - Paso Ancho - Loma Linda,-84.077136,9.904136
Ruta San Jose - Paso Ancho - Loma Linda,-84.077604,9.904481
Ruta San Jose - Paso Ancho - Loma Linda,-84.07786,9.904643
Ruta San Jose - Paso Ancho - Loma Linda,-84.078208,9.904768
Ruta San Jose - Paso Ancho - Loma Linda,-84.078406,9.904806
Ruta San Jose - Paso Ancho - Loma Linda,-84.078584,9.904791
Ruta San Jose - Paso Ancho - Loma Linda,-84.078738,9.904763
Ruta San Jose - Paso Ancho - Loma Linda,-84.078927,9.904748
Ruta San Jose - Paso Ancho - Loma Linda,-84.078999,9.904739
Ruta San Jose - Paso Ancho - Loma Linda,-84.079057,9.904767
Ruta San Jose - Paso Ancho - Loma Linda,-84.079279,9.90514
Ruta San Jose - Paso Ancho - Loma Linda,-84.079448,9.905341
Ruta San Jose - Paso Ancho - Loma Linda,-84.079559,9.905413
Ruta San Jose - Paso Ancho - Loma Linda,-84.079935,9.905633
Ruta San Jose - Paso Ancho - Loma Linda,-84.079969,9.905762
Ruta San Jose - Paso Ancho - Loma Linda,-84.080085,9.906437
Ruta San Jose - Paso Ancho - Loma Linda,-84.080183,9.907031
Ruta San Jose - Paso Ancho - Loma Linda,-84.08023,9.907317
Ruta San Jose - Paso Ancho - Loma Linda,-84.080225,9.907466
Ruta San Jose - Paso Ancho - Loma Linda,-84.080153,9.907547
Ruta San Jose - Paso Ancho - Loma Linda,-84.079984,9.907762
Ruta San Jose - Paso Ancho - Loma Linda,-84.07982,9.907959
Ruta San Jose - Paso Ancho - Loma Linda,-84.079613,9.908179
Ruta San Jose - Paso Ancho - Loma Linda,-84.079434,9.908317
Ruta San Jose - Paso Ancho - Loma Linda,-84.078937,9.908983
Ruta San Jose - Paso Ancho - Loma Linda,-84.078884,9.909112
Ruta San Jose - Paso Ancho - Loma Linda,-84.078846,9.909303
Ruta San Jose - Paso Ancho - Loma Linda,-84.078803,9.909905
Ruta San Jose - Paso Ancho - Loma Linda,-84.078798,9.909978
Ruta San Jose - Paso Ancho - Loma Linda,-84.078812,9.910418
Ruta San Jose - Paso Ancho - Loma Linda,-84.078914,9.911164
Ruta San Jose - Paso Ancho - Loma Linda,-84.078952,9.911461
Ruta San Jose - Paso Ancho - Loma Linda,-84.078981,9.911643
Ruta San Jose - Paso Ancho - Loma Linda,-84.079015,9.911796
Ruta San Jose - Paso Ancho - Loma Linda,-84.079035,9.911954
Ruta San Jose - Paso Ancho - Loma Linda,-84.07903,9.91205
Ruta San Jose - Paso Ancho - Loma Linda,-84.078962,9.912164
Ruta San Jose - Paso Ancho - Loma Linda,-84.078943,9.912303
Ruta San Jose - Paso Ancho - Loma Linda,-84.079358,9.913394
Ruta San Jose - Paso Ancho - Loma Linda,-84.079556,9.913973
Ruta San Jose - Paso Ancho - Loma Linda,-84.079573,9.914012
Ruta San Jose - Paso Ancho - Loma Linda,-84.08001,9.915045
Ruta San Jose - Paso Ancho - Loma Linda,-84.080247,9.915868
Ruta San Jose - Paso Ancho - Loma Linda,-84.080383,9.916595
Ruta San Jose - Paso Ancho - Loma Linda,-84.080392,9.916643
Ruta San Jose - Paso Ancho - Loma Linda,-84.080469,9.917494
Ruta San Jose - Paso Ancho - Loma Linda,-84.080469,9.917834
Ruta San Jose - Paso Ancho - Loma Linda,-84.080479,9.918059
Ruta San Jose - Paso Ancho - Loma Linda,-84.080527,9.918226
Ruta San Jose - Paso Ancho - Loma Linda,-84.080604,9.918394
Ruta San Jose - Paso Ancho - Loma Linda,-84.080929,9.9189
Ruta San Jose - Paso Ancho - Loma Linda,-84.080987,9.91902
Ruta San Jose - Paso Ancho - Loma Linda,-84.081021,9.919091
Ruta San Jose - Paso Ancho - Loma Linda,-84.08106,9.919292
Ruta San Jose - Paso Ancho - Loma Linda,-84.081079,9.919651
Ruta San Jose - Paso Ancho - Loma Linda,-84.081075,9.919967
Ruta San Jose - Paso Ancho - Loma Linda,-84.081075,9.920316
Ruta San Jose - Paso Ancho - Loma Linda,-84.081041,9.920498
Ruta San Jose - Paso Ancho - Loma Linda,-84.080978,9.920775
Ruta San Jose - Paso Ancho - Loma Linda,-84.080901,9.921048
Ruta San Jose - Paso Ancho - Loma Linda,-84.080819,9.921656
Ruta San Jose - Paso Ancho - Loma Linda,-84.080848,9.921948
Ruta San Jose - Paso Ancho - Loma Linda,-84.0808,9.92202
Ruta San Jose - Paso Ancho - Loma Linda,-84.080742,9.922249
Ruta San Jose - Paso Ancho - Loma Linda,-84.080662,9.922426
Ruta San Jose - Paso Ancho - Loma Linda,-84.080654,9.922581
Ruta San Jose - Paso Ancho - Loma Linda,-84.08051,9.922892
Ruta San Jose - Paso Ancho - Loma Linda,-84.080327,9.923322
Ruta San Jose - Paso Ancho - Loma Linda,-84.080094,9.923873
Ruta San Jose - Paso Ancho - Loma Linda,-84.079925,9.924675
Ruta San Jose - Paso Ancho - Loma Linda,-84.07978,9.92559
Ruta San Jose - Paso Ancho - Loma Linda,-84.080201,9.92563
Ruta San Jose - Paso Ancho - Loma Linda,-84.080589,9.925667
Ruta San Jose - Paso Ancho - Loma Linda,-84.080378,9.928819
Ruta San Jose - Paso Ancho - Loma Linda,-84.080192,9.930817
Ruta San Jose - Paso Ancho - Loma Linda,-84.080159,9.931473
Ruta San Jose - Paso Ancho - Loma Linda,-84.0793,9.931426
Ruta San Jose - Paso Ancho - Loma Linda,-84.079492,9.9291
Ruta San Jose - Paso Ancho - Loma Linda,-84.07952,9.928703
Ruta San Jose - Paso Ancho - Loma Linda,-84.079739,9.925642
Ruta San Jose - Paso Ancho - Loma Linda,-84.079814,9.925062
Ruta San Jose - Paso Ancho - Loma Linda,-84.079925,9.924501
Ruta San Jose - Paso Ancho - Loma Linda,-84.080025,9.923997
Ruta San Jose - Paso Ancho - Loma Linda,-84.080094,9.923791
Ruta San Jose - Paso Ancho - Loma Linda,-84.080215,9.92351
Ruta San Jose - Paso Ancho - Loma Linda,-84.080549,9.922672
Ruta San Jose - Paso Ancho - Loma Linda,-84.0807,9.922092
Ruta San Jose - Paso Ancho - Loma Linda,-84.080881,9.921054
Ruta San Jose - Paso Ancho - Loma Linda,-84.080923,9.920869
Ruta San Jose - Paso Ancho - Loma Linda,-84.081001,9.920612
Ruta San Jose - Paso Ancho - Loma Linda,-84.081049,9.920334
Ruta San Jose - Paso Ancho - Loma Linda,-84.081055,9.919975
Ruta San Jose - Paso Ancho - Loma Linda,-84.081034,9.919487
Ruta San Jose - Paso Ancho - Loma Linda,-84.081031,9.919452
Ruta San Jose - Paso Ancho - Loma Linda,-84.081013,9.919236
Ruta San Jose - Paso Ancho - Loma Linda,-84.080974,9.919075
Ruta San Jose - Paso Ancho - Loma Linda,-84.080823,9.918794
Ruta San Jose - Paso Ancho - Loma Linda,-84.080524,9.918267
Ruta San Jose - Paso Ancho - Loma Linda,-84.080449,9.918075
Ruta San Jose - Paso Ancho - Loma Linda,-84.080445,9.918067
Ruta San Jose - Paso Ancho - Loma Linda,-84.080457,9.917532
Ruta San Jose - Paso Ancho - Loma Linda,-84.080406,9.917008
Ruta San Jose - Paso Ancho - Loma Linda,-84.080291,9.916213
Ruta San Jose - Paso Ancho - Loma Linda,-84.080231,9.915881
Ruta San Jose - Paso Ancho - Loma Linda,-84.080166,9.915662
Ruta San Jose - Paso Ancho - Loma Linda,-84.080134,9.915555
Ruta San Jose - Paso Ancho - Loma Linda,-84.079953,9.914963
Ruta San Jose - Paso Ancho - Loma Linda,-84.079835,9.914703
Ruta San Jose - Paso Ancho - Loma Linda,-84.079675,9.914359
Ruta San Jose - Paso Ancho - Loma Linda,-84.079528,9.913991
Ruta San Jose - Paso Ancho - Loma Linda,-84.079446,9.913774
Ruta San Jose - Paso Ancho - Loma Linda,-84.079268,9.913298
Ruta San Jose - Paso Ancho - Loma Linda,-84.079069,9.912786
Ruta San Jose - Paso Ancho - Loma Linda,-84.078906,9.912415
Ruta San Jose - Paso Ancho - Loma Linda,-84.078815,9.912341
Ruta San Jose - Paso Ancho - Loma Linda,-84.078662,9.91232
Ruta San Jose - Paso Ancho - Loma Linda,-84.078532,9.912317
Ruta San Jose - Paso Ancho - Loma Linda,-84.07842,9.912251
Ruta San Jose - Paso Ancho - Loma Linda,-84.078375,9.912111
Ruta San Jose - Paso Ancho - Loma Linda,-84.078414,9.911925
Ruta San Jose - Paso Ancho - Loma Linda,-84.07849,9.911823
Ruta San Jose - Paso Ancho - Loma Linda,-84.078562,9.911746
Ruta San Jose - Paso Ancho - Loma Linda,-84.078743,9.91165
Ruta San Jose - Paso Ancho - Loma Linda,-84.078809,9.911554
Ruta San Jose - Paso Ancho - Loma Linda,-84.078857,9.911447
Ruta San Jose - Paso Ancho - Loma Linda,-84.078848,9.911327
Ruta San Jose - Paso Ancho - Loma Linda,-84.078752,9.910544
Ruta San Jose - Paso Ancho - Loma Linda,-84.078748,9.910405
Ruta San Jose - Paso Ancho - Loma Linda,-84.078739,9.910041
Ruta San Jose - Paso Ancho - Loma Linda,-84.078782,9.909566
Ruta San Jose - Paso Ancho - Loma Linda,-84.078791,9.909407
Ruta San Jose - Paso Ancho - Loma Linda,-84.078851,9.909105
Ruta San Jose - Paso Ancho - Loma Linda,-84.078893,9.908977
Ruta San Jose - Paso Ancho - Loma Linda,-84.078924,9.908934
Ruta San Jose - Paso Ancho - Loma Linda,-84.07927,9.908459
Ruta San Jose - Paso Ancho - Loma Linda,-84.079412,9.90831
Ruta San Jose - Paso Ancho - Loma Linda,-84.079686,9.90807
Ruta San Jose - Paso Ancho - Loma Linda,-84.080126,9.907541
Ruta San Jose - Paso Ancho - Loma Linda,-84.080199,9.907397
Ruta San Jose - Paso Ancho - Loma Linda,-84.080042,9.906427
Ruta San Jose - Paso Ancho - Loma Linda,-84.079981,9.906068
Ruta San Jose - Paso Ancho - Loma Linda,-84.079936,9.905807
Ruta San Jose - Paso Ancho - Loma Linda,-84.079871,9.905664
Ruta San Jose - Paso Ancho - Loma Linda,-84.079427,9.905384
Ruta San Jose - Paso Ancho - Loma Linda,-84.079137,9.904994
Ruta San Jose - Paso Ancho - Loma Linda,-84.078983,9.904803
Ruta San Jose - Paso Ancho - Loma Linda,-84.078918,9.904774
Ruta San Jose - Paso Ancho - Loma Linda,-84.078814,9.904772
Ruta San Jose - Paso Ancho - Loma Linda,-84.078532,9.904805
Ruta San Jose - Paso Ancho - Loma Linda,-84.078462,9.904827
Ruta San Jose - Paso Ancho - Loma Linda,-84.078355,9.904832
Ruta San Jose - Paso Ancho - Loma Linda,-84.078054,9.904736
Ruta San Jose - Paso Ancho - Loma Linda,-84.077909,9.904706
Ruta San Jose - Paso Ancho - Loma Linda,-84.077645,9.90459
Ruta San Jose - Paso Ancho - Loma Linda,-84.07737,9.904357
Ruta San Jose - Paso Ancho - Loma Linda,-84.076895,9.904087
Ruta San Jose - Paso Ancho - Loma Linda,-84.076685,9.904059
Ruta San Jose - Paso Ancho - Loma Linda,-84.076348,9.90397
Ruta San Jose - Paso Ancho - Loma Linda,-84.076158,9.90395
Ruta San Jose - Paso Ancho - Loma Linda,-84.076017,9.903969
Ruta San Jose - Paso Ancho - Loma Linda,-84.075861,9.903927
Ruta San Jose - Paso Ancho - Loma Linda,-84.075668,9.903957
Ruta San Jose - Paso Ancho - Loma Linda,-84.075565,9.903969
Ruta San Jose - Paso Ancho - Loma Linda,-84.075179,9.903879
Ruta San Jose - Paso Ancho - Loma Linda,-84.074932,9.903843
Ruta San Jose - Paso Ancho - Loma Linda,-84.074841,9.903975
Ruta San Jose - Paso Ancho - Loma Linda,-84.074739,9.904346
Ruta San Jose - Paso Ancho - Loma Linda,-84.074691,9.904447
Ruta San Jose - Paso Ancho - Loma Linda,-84.074594,9.904441
Ruta San Jose - Paso Ancho - Loma Linda,-84.073937,9.904304
Ruta San Jose - Paso Ancho - Loma Linda,-84.073508,9.904172
Ruta San Jose - Paso Ancho - Loma Linda,-84.073225,9.904011
Ruta San Jose - Paso Ancho - Loma Linda,-84.072893,9.903862
Ruta San Jose - Paso Ancho - Loma Linda,-84.072911,9.903772
Ruta San Jose - Paso Ancho - Loma Linda,-84.073104,9.90312
Ruta San Jose - Paso Ancho - Loma Linda,-84.073128,9.902426
Ruta San Jose - Paso Ancho - Loma Linda,-84.073164,9.902193
Ruta San Jose - Paso Ancho - Loma Linda,-84.0732,9.902145
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208
Ruta San Jose - Alajuelita - La Aurora,-84.099808,9.903264
Ruta San Jose - Alajuelita - La Aurora,-84.099843,9.903254
Ruta San Jose - Alajuelita - La Aurora,-84.100193,9.903204
Ruta San Jose - Alajuelita - La Aurora,-84.100206,9.903202
Ruta San Jose - Alajuelita - La Aurora,-84.100721,9.903138
Ruta San Jose - Alajuelita - La Aurora,-84.102357,9.902814
Ruta San Jose - Alajuelita - La Aurora,-84.102357,9.902814
Ruta San Jose - Alajuelita - La Aurora,-84.102374,9.902811
Ruta San Jose - Alajuelita - La Aurora,-84.10251,9.903391
Ruta San Jose - Alajuelita - La Aurora,-84.102558,9.903424
Ruta San Jose - Alajuelita - La Aurora,-84.10263,9.90343
Ruta San Jose - Alajuelita - La Aurora,-84.103318,9.903349
Ruta San Jose - Alajuelita - La Aurora,-84.103791,9.903292
Ruta San Jose - Alajuelita - La Aurora,-84.103861,9.903292
Ruta San Jose - Alajuelita - La Aurora,-84.104094,9.903295
Ruta San Jose - Alajuelita - La Aurora,-84.104639,9.903339
Ruta San Jose - Alajuelita - La Aurora,-84.104915,9.903383
Ruta San Jose - Alajuelita - La Aurora,-84.1051,9.903446
Ruta San Jose - Alajuelita - La Aurora,-84.105281,9.903549
Ruta San Jose - Alajuelita - La Aurora,-84.105592,9.903737
Ruta San Jose - Alajuelita - La Aurora,-84.105859,9.903872
Ruta San Jose - Alajuelita - La Aurora,-84.106005,9.903962
Ruta San Jose - Alajuelita - La Aurora,-84.106085,9.904024
Ruta San Jose - Alajuelita - La Aurora,-84.106135,9.90411
Ruta San Jose - Alajuelita - La Aurora,-84.106216,9.904358
Ruta San Jose - Alajuelita - La Aurora,-84.106237,9.904546
Ruta San Jose - Alajuelita - La Aurora,-84.106139,9.904814
Ruta San Jose - Alajuelita - La Aurora,-84.10612,9.905076
Ruta San Jose - Alajuelita - La Aurora,-84.106147,9.905853
Ruta San Jose - Alajuelita - La Aurora,-84.106153,9.905916
Ruta San Jose - Alajuelita - La Aurora,-84.106176,9.906016
Ruta San Jose - Alajuelita - La Aurora,-84.106236,9.906207
Ruta San Jose - Alajuelita - La Aurora,-84.106307,9.906404
Ruta San Jose - Alajuelita - La Aurora,-84.106348,9.90649
Ruta San Jose - Alajuelita - La Aurora,-84.106423,9.906598
Ruta San Jose - Alajuelita - La Aurora,-84.106601,9.906816
Ruta San Jose - Alajuelita - La Aurora,-84.106738,9.90699
Ruta San Jose - Alajuelita - La Aurora,-84.10679,9.907089
Ruta San Jose - Alajuelita - La Aurora,-84.106823,9.90722
Ruta San Jose - Alajuelita - La Aurora,-84.106829,9.907319
Ruta San Jose - Alajuelita - La Aurora,-84.106854,9.907531
Ruta San Jose - Alajuelita - La Aurora,-84.106875,9.907744
Ruta San Jose - Alajuelita - La Aurora,-84.10686,9.907974
Ruta San Jose - Alajuelita - La Aurora,-84.10686,9.90815
Ruta San Jose - Alajuelita - La Aurora,-84.106908,9.908592
Ruta San Jose - Alajuelita - La Aurora,-84.106924,9.908687
Ruta San Jose - Alajuelita - La Aurora,-84.106953,9.908787
Ruta San Jose - Alajuelita - La Aurora,-84.10699,9.908879
Ruta San Jose - Alajuelita - La Aurora,-84.107051,9.908996
Ruta San Jose - Alajuelita - La Aurora,-84.10719,9.909202
Ruta San Jose - Alajuelita - La Aurora,-84.107482,9.909564
Ruta San Jose - Alajuelita - La Aurora,-84.107648,9.909753
Ruta San Jose - Alajuelita - La Aurora,-84.108025,9.910078
Ruta San Jose - Alajuelita - La Aurora,-84.10809,9.910155
Ruta San Jose - Alajuelita - La Aurora,-84.108216,9.910337
Ruta San Jose - Alajuelita - La Aurora,-84.108281,9.910452
Ruta San Jose - Alajuelita - La Aurora,-84.10842,9.910786
Ruta San Jose - Alajuelita - La Aurora,-84.108503,9.910922
Ruta San Jose - Alajuelita - La Aurora,-84.108598,9.911018
Ruta San Jose - Alajuelita - La Aurora,-84.108714,9.911089
Ruta San Jose - Alajuelita - La Aurora,-84.108843,9.911117
Ruta San Jose - Alajuelita - La Aurora,-84.109237,9.9112
Ruta San Jose - Alajuelita - La Aurora,-84.109494,9.911236
Ruta San Jose - Alajuelita - La Aurora,-84.109696,9.91127
Ruta San Jose - Alajuelita - La Aurora,-84.109897,9.911339
Ruta San Jose - Alajuelita - La Aurora,-84.110278,9.911555
Ruta San Jose - Alajuelita - La Aurora,-84.110818,9.911934
Ruta San Jose - Alajuelita - La Aurora,-84.111521,9.912548
Ruta San Jose - Alajuelita - La Aurora,-84.112344,9.913413
Ruta San Jose - Alajuelita - La Aurora,-84.112564,9.913648
Ruta San Jose - Alajuelita - La Aurora,-84.112803,9.913815
Ruta San Jose - Alajuelita - La Aurora,-84.113017,9.913893
Ruta San Jose - Alajuelita - La Aurora,-84.113336,9.913998
Ruta San Jose - Alajuelita - La Aurora,-84.113701,9.914142
Ruta San Jose - Alajuelita - La Aurora,-84.114392,9.914601
Ruta San Jose - Alajuelita - La Aurora,-84.114656,9.914754
Ruta San Jose - Alajuelita - La Aurora,-84.115,9.914953
Ruta San Jose - Alajuelita - La Aurora,-84.115172,9.915052
Ruta San Jose - Alajuelita - La Aurora,-84.115406,9.915174
Ruta San Jose - Alajuelita - La Aurora,-84.115676,9.915321
Ruta San Jose - Alajuelita - La Aurora,-84.11578,9.915374
Ruta San Jose - Alajuelita - La Aurora,-84.115811,9.915379
Ruta San Jose - Alajuelita - La Aurora,-84.115889,9.915403
Ruta San Jose - Alajuelita - La Aurora,-84.115971,9.915483
Ruta San Jose - Alajuelita - La Aurora,-84.116131,9.915633
Ruta San Jose - Alajuelita - La Aurora,-84.116224,9.915747
Ruta San Jose - Alajuelita - La Aurora,-84.116333,9.915869
Ruta San Jose - Alajuelita - La Aurora,-84.11646,9.916028
Ruta San Jose - Alajuelita - La Aurora,-84.116496,9.916084
Ruta San Jose - Alajuelita - La Aurora,-84.116653,9.916291
Ruta San Jose - Alajuelita - La Aurora,-84.116692,9.916329
Ruta San Jose - Alajuelita - La Aurora,-84.116921,9.916679
Ruta San Jose - Alajuelita - La Aurora,-84.117114,9.916993
Ruta San Jose - Alajuelita - La Aurora,-84.117299,9.917349
Ruta San Jose - Alajuelita - La Aurora,-84.117359,9.917433
Ruta San Jose - Alajuelita - La Aurora,-84.117419,9.917765
Ruta San Jose - Alajuelita - La Aurora,-84.117456,9.918073
Ruta San Jose - Alajuelita - La Aurora,-84.117507,9.918279
Ruta San Jose - Alajuelita - La Aurora,-84.117631,9.918802
Ruta San Jose - Alajuelita - La Aurora,-84.117809,9.919442
Ruta San Jose - Alajuelita - La Aurora,-84.117978,9.920061
Ruta San Jose - Alajuelita - La Aurora,-84.118084,9.920528
Ruta San Jose - Alajuelita - La Aurora,-84.118208,9.920839
Ruta San Jose - Alajuelita - La Aurora,-84.118509,9.921266
Ruta San Jose - Alajuelita - La Aurora,-84.118835,9.921771
Ruta San Jose - Alajuelita - La Aurora,-84.119336,9.922585
Ruta San Jose - Alajuelita - La Aurora,-84.119342,9.922689
Ruta San Jose - Alajuelita - La Aurora,-84.119294,9.922749
Ruta San Jose - Alajuelita - La Aurora,-84.11918,9.922752
Ruta San Jose - Alajuelita - La Aurora,-84.118868,9.922737
Ruta San Jose - Alajuelita - La Aurora,-84.118196,9.922703
Ruta San Jose - Alajuelita - La Aurora,-84.118069,9.922705
Ruta San Jose - Alajuelita - La Aurora,-84.117992,9.922718
Ruta San Jose - Alajuelita - La Aurora,-84.117902,9.922747
Ruta San Jose - Alajuelita - La Aurora,-84.117643,9.922823
Ruta San Jose - Alajuelita - La Aurora,-84.117624,9.922807
Ruta San Jose - Alajuelita - La Aurora,-84.117875,9.922721
Ruta San Jose - Alajuelita - La Aurora,-84.118025,9.922673
Ruta San Jose - Alajuelita - La Aurora,-84.118126,9.922658
Ruta San Jose - Alajuelita - La Aurora,-84.118256,9.922668
Ruta San Jose - Alajuelita - La Aurora,-84.118464,9.922673
Ruta San Jose - Alajuelita - La Aurora,-84.118879,9.922701
Ruta San Jose - Alajuelita - La Aurora,-84.119207,9.92272
Ruta San Jose - Alajuelita - La Aurora,-84.11927,9.922711
Ruta San Jose - Alajuelita - La Aurora,-84.119294,9.922667
Ruta San Jose - Alajuelita - La Aurora,-84.118705,9.92173
Ruta San Jose - Alajuelita - La Aurora,-84.118531,9.921448
Ruta San Jose - Alajuelita - La Aurora,-84.118294,9.921118
Ruta San Jose - Alajuelita - La Aurora,-84.118091,9.920821
Ruta San Jose - Alajuelita - La Aurora,-84.118067,9.920725
Ruta San Jose - Alajuelita - La Aurora,-84.117971,9.920405
Ruta San Jose - Alajuelita - La Aurora,-84.117956,9.920252
Ruta San Jose - Alajuelita - La Aurora,-84.117917,9.920032
Ruta San Jose - Alajuelita - La Aurora,-84.117816,9.919706
Ruta San Jose - Alajuelita - La Aurora,-84.117744,9.919419
Ruta San Jose - Alajuelita - La Aurora,-84.117681,9.919175
Ruta San Jose - Alajuelita - La Aurora,-84.117637,9.919075
Ruta San Jose - Alajuelita - La Aurora,-84.117579,9.918898
Ruta San Jose - Alajuelita - La Aurora,-84.117531,9.918673
Ruta San Jose - Alajuelita - La Aurora,-84.117492,9.918462
Ruta San Jose - Alajuelita - La Aurora,-84.117439,9.918171
Ruta San Jose - Alajuelita - La Aurora,-84.117415,9.91795
Ruta San Jose - Alajuelita - La Aurora,-84.117395,9.917745
Ruta San Jose - Alajuelita - La Aurora,-84.117366,9.91763
Ruta San Jose - Alajuelita - La Aurora,-84.11727,9.917376
Ruta San Jose - Alajuelita - La Aurora,-84.117173,9.917171
Ruta San Jose - Alajuelita - La Aurora,-84.116995,9.916864
Ruta San Jose - Alajuelita - La Aurora,-84.116835,9.916616
Ruta San Jose - Alajuelita - La Aurora,-84.116657,9.916324
Ruta San Jose - Alajuelita - La Aurora,-84.116517,9.916137
Ruta San Jose - Alajuelita - La Aurora,-84.116319,9.915884
Ruta San Jose - Alajuelita - La Aurora,-84.116116,9.915649
Ruta San Jose - Alajuelita - La Aurora,-84.115879,9.915434
Ruta San Jose - Alajuelita - La Aurora,-84.115348,9.915176
Ruta San Jose - Alajuelita - La Aurora,-84.114388,9.914631
Ruta San Jose - Alajuelita - La Aurora,-84.113678,9.914172
Ruta San Jose - Alajuelita - La Aurora,-84.113543,9.914114
Ruta San Jose - Alajuelita - La Aurora,-84.112747,9.913813
Ruta San Jose - Alajuelita - La Aurora,-84.112539,9.913679
Ruta San Jose - Alajuelita - La Aurora,-84.11239,9.913502
Ruta San Jose - Alajuelita - La Aurora,-84.111762,9.912842
Ruta San Jose - Alajuelita - La Aurora,-84.111067,9.912187
Ruta San Jose - Alajuelita - La Aurora,-84.110811,9.911991
Ruta San Jose - Alajuelita - La Aurora,-84.110247,9.911575
Ruta San Jose - Alajuelita - La Aurora,-84.109938,9.911398
Ruta San Jose - Alajuelita - La Aurora,-84.109663,9.911298
Ruta San Jose - Alajuelita - La Aurora,-84.109305,9.91125
Ruta San Jose - Alajuelita - La Aurora,-84.108818,9.911169
Ruta San Jose - Alajuelita - La Aurora,-84.108649,9.911102
Ruta San Jose - Alajuelita - La Aurora,-84.108514,9.910997
Ruta San Jose - Alajuelita - La Aurora,-84.108432,9.910896
Ruta San Jose - Alajuelita - La Aurora,-84.10833,9.910657
Ruta San Jose - Alajuelita - La Aurora,-84.108268,9.910466
Ruta San Jose - Alajuelita - La Aurora,-84.108195,9.910327
Ruta San Jose - Alajuelita - La Aurora,-84.108079,9.910169
Ruta San Jose - Alajuelita - La Aurora,-84.107959,9.91004
Ruta San Jose - Alajuelita - La Aurora,-84.10763,9.909777
Ruta San Jose - Alajuelita - La Aurora,-84.107418,9.909533
Ruta San Jose - Alajuelita - La Aurora,-84.107162,9.909236
Ruta San Jose - Alajuelita - La Aurora,-84.107095,9.909102
Ruta San Jose - Alajuelita - La Aurora,-84.106964,9.908897
Ruta San Jose - Alajuelita - La Aurora,-84.106916,9.908743
Ruta San Jose - Alajuelita - La Aurora,-84.106895,9.908626
Ruta San Jose - Alajuelita - La Aurora,-84.106853,9.908404
Ruta San Jose - Alajuelita - La Aurora,-84.106847,9.908237
Ruta San Jose - Alajuelita - La Aurora,-84.106829,9.908046
Ruta San Jose - Alajuelita - La Aurora,-84.106853,9.907866
Ruta San Jose - Alajuelita - La Aurora,-84.106847,9.907621
Ruta San Jose - Alajuelita - La Aurora,-84.106805,9.907352
Ruta San Jose - Alajuelita - La Aurora,-84.106786,9.907196
Ruta San Jose - Alajuelita - La Aurora,-84.106738,9.907041
Ruta San Jose - Alajuelita - La Aurora,-84.106611,9.906873
Ruta San Jose - Alajuelita - La Aurora,-84.106322,9.906491
Ruta San Jose - Alajuelita - La Aurora,-84.106225,9.906245
Ruta San Jose - Alajuelita - La Aurora,-84.106122,9.905893
Ruta San Jose - Alajuelita - La Aurora,-84.106092,9.905139
Ruta San Jose - Alajuelita - La Aurora,-84.106122,9.904804
Ruta San Jose - Alajuelita - La Aurora,-84.1062,9.904571
Ruta San Jose - Alajuelita - La Aurora,-84.106194,9.904415
Ruta San Jose - Alajuelita - La Aurora,-84.106128,9.904176
Ruta San Jose - Alajuelita - La Aurora,-84.106068,9.904051
Ruta San Jose - Alajuelita - La Aurora,-84.105935,9.903937
Ruta San Jose - Alajuelita - La Aurora,-84.1057,9.903811
Ruta San Jose - Alajuelita - La Aurora,-84.105048,9.903471
Ruta San Jose - Alajuelita - La Aurora,-84.104843,9.903405
Ruta San Jose - Alajuelita - La Aurora,-84.104342,9.903345
Ruta San Jose - Alajuelita - La Aurora,-84.104035,9.90331
Ruta San Jose - Alajuelita - La Aurora,-84.103769,9.903342
Ruta San Jose - Alajuelita - La Aurora,-84.103411,9.903387
Ruta San Jose - Alajuelita - La Aurora,-84.102682,9.903479
Ruta San Jose - Alajuelita - La Aurora,-84.102576,9.903469
Ruta San Jose - Alajuelita - La Aurora,-84.102499,9.903421
Ruta San Jose - Alajuelita - La Aurora,-84.102431,9.903292
Ruta San Jose - Alajuelita - La Aurora,-84.102357,9.902814
Ruta San Jose - Alajuelita - La Aurora,-84.102357,9.902814
Ruta San Jose - Alajuelita - La Aurora,-84.102286,9.902354
Ruta San Jose - Alajuelita - La Aurora,-84.102209,9.902125
Ruta San Jose - Alajuelita - La Aurora,-84.102165,9.902039
Ruta San Jose - Alajuelita - La Aurora,-84.101364,9.902163
